26,0
71,40
27,0
18,2
42,0
35,10
40,0
21,0
41,0
26,6
0,0
49,0
62,0
28,1
0,0
35,0
29,0
0,82
66,0
25,0
39,0
29,2
59,0
31,1
0,0
23,10
22,2
0,0
60,0
38,1
34,3
0,0
62,20
42,1
50,0
37,0
21,5
37,0
45,0
35,2
65,0
22,35
23,0
19,3
37,2
30,0
0,1
39,0
63,0
58,20
68,0
30,20
63,0
42,2
19,0
30,0
53,0
0,0
40,8
30,3
39,24
52,0
0,2
53,1
25,0
56,0
65,0
71,0
50,0
0,1
52,16
27,0
19,0
61,0
0,0
48,14
46,0
0,0
55,1
63,0
36,3
33,0
26,0
0,5
29,0
21,0
0,0
46,0
19,0
34,0
28,2
34,0
51,0
0,1
34,1
30,5
21,4
31,0
19,0
64,0
23,0
65,2
24,0
0,3
64,0
23,0
21,0
30,0
31,0
22,0
0,40
0,0
0,2
48,0
43,0
30,0
30,0
20,2
24,0
0,0
42,0
62,10
25,3
28,0
57,0
19,0
45,0
31,0
33,0
37,0
33,0
61,0
0,0
36,0
29,0
20,0
20,0
31,2
61,0
25,7
25,0
50,0
32,20
19,1
41,5
25,1
71,0
28,0
25,1
0,30
41,0
0,0
33,0
41,0
24,5
24,30
29,0
63,4
0,1
39,0
21,0
56,0
34,20
49,0
21,1
35,0
21,0
69,2
41,0
22,0
40,0
58,0
20,0
64,1
26,1
50,10
29,0
28,0
23,0
43,3
0,1
28,0
21,0
23,0
44,2
35,0
84,0
0,0
33,0
23,0
26,0
38,7
25,0
39,10
22,3
41,0
33,0
30,40
43,4
19,0
21,0
22,0
31,2
25,0
46,0
74,2
28,0
58,2
49,2
23,0
0,0
20,6
35,0
28,0
57,0
22,0
35,14
47,0
28,35
51,0
43,0
37,0
0,22
100,0
19,10
67,0
43,2
0,8
0,0
57,20
38,0
0,0
23,0
55,15
0,3
61,3
0,1
23,0
25,3
24,0
22,0
0,0
33,1
43,2
24,0
54,0
28,0
28,1
50,0
26,0
74,30
0,0
60,0
0,4
44,0
36,1
80,0
61,0
53,0
24,12
25,0
0,0
19,2
32,0
48,1
62,0
24,10
61,0
33,2
60,1
48,0
28,5
0,28
26,0
0,3
27,0
28,3
51,0
28,1
38,0
52,0
23,0
0,0
23,15
66,2
67,2
0,0
35,6
55,4
19,0
47,0
0,21
73,0
37,0
59,0
33,5
64,0
36,5
0,1
51,20
30,0
31,1
39,3
27,0
30,0
52,3
23,3
0,4
43,1
29,1
24,10
25,40
27,0
35,0
0,4
32,3
0,0
36,2
30,14
27,15
0,0
72,1
54,0
27,5
66,0
0,2
68,0
31,0
0,4
0,0
20,12
67,0
30,2
24,0
44,0
0,1
56,10
52,0
62,0
25,0
38,0
46,0
19,3
0,0
27,0
0,0
42,0
33,5
79,0
0,5
60,14
0,0
25,20
24,0
26,2
48,0
22,1
22,3
66,0
27,42
49,0
23,0
0,0
29,0
28,0
0,1
29,50
33,0
56,0
0,8
25,3
26,0
26,0
39,6
0,2
0,0
19,15
21,0
28,0
56,0
26,13
21,12
57,0
22,5
31,3
24,5
72,0
19,5
23,2
39,0
27,3
27,1
22,1
0,0
0,7
0,2
0,1
26,1
0,0
37,0
59,8
33,8
21,0
54,0
0,15
35,0
0,1
21,3
32,0
38,0
24,0
35,4
69,0
28,0
58,0
0,25
67,5
33,0
66,1
0,1
67,4
24,8
0,2
0,3
0,0
27,1
40,0
45,0
36,0
36,0
28,0
30,0
22,1
0,0
22,1
31,0
0,0
27,0
26,20
0,0
31,0
27,2
0,5
71,1
24,0
0,3
70,0
52,0
0,2
20,0
51,4
0,0
39,7
23,5
25,10
19,12
0,2
25,0
34,1
25,1
26,1
65,1
30,0
30,0
42,5
46,0
58,3
39,4
28,0
31,0
50,0
52,0
32,21
0,2
46,10
100,0
45,0
0,0
42,0
0,1
0,0
19,2
61,0
31,0
20,3
30,5
32,0
38,3
20,7
45,1
33,4
50,0
0,1
42,1
50,7
35,0
50,3
0,1
20,0
65,0
34,0
24,9
34,2
0,0
39,1
34,0
28,0
41,0
0,3
53,0
44,1
0,2
0,0
27,0
0,3
60,2
23,0
0,0
38,3
61,0
28,0
38,15
0,0
39,0
32,0
40,5
48,0
0,0
34,28
71,0
64,20
25,0
0,0
23,36
28,0
20,0
55,0
36,10
0,2
23,16
0,1
22,0
53,0
50,20
29,1
34,0
0,15
53,0
43,0
61,1
25,0
0,3
26,20
52,10
42,0
23,2
0,3
30,1
40,1
50,0
25,5
33,6
0,0
44,3
23,0
40,0
46,1
58,0
69,2
0,8
19,0
0,0
60,0
21,2
24,3
35,0
38,0
0,8
23,1
31,0
32,2
49,1
0,0
45,0
28,3
59,0
28,20
27,30
40,4
66,0
35,8
22,0
21,10
75,0
20,5
27,0
34,0
28,0
20,3
58,0
19,1
56,1
42,1
40,0
37,0
20,0
25,0
60,0
0,2
42,1
31,0
21,2
20,0
22,3
40,10
23,1
63,0
24,0
33,0
0,4
24,2
20,0
60,0
21,4
39,1
65,9
0,0
0,0
20,0
0,0
0,2
53,0
62,1
27,0
0,5
21,2
65,0
26,8
20,0
24,0
46,4
0,1
0,0
0,0
27,0
59,0
41,0
35,0
23,3
69,1
63,0
22,0
56,0
25,0
28,0
0,0
0,1
25,0
32,0
31,1
35,16
40,0
28,0
73,0
22,0
36,50
44,2
34,0
0,2
34,0
58,3
48,0
25,20
57,0
30,5
41,0
62,0
22,0
75,0
0,3
65,7
69,0
45,1
38,2
29,0
0,0
22,24
24,0
35,2
25,0
0,2
61,7
60,0
35,20
0,2
30,0
67,1
25,0
45,0
21,1
72,0
30,20
54,0
68,0
71,0
22,0
29,5
31,1
45,20
24,0
42,1
43,0
37,0
29,0
38,0
0,0
21,0
45,1
24,1
31,1
21,0
68,3
0,2
28,10
55,0
0,10
61,2
40,4
0,0
22,0
19,1
32,0
0,3
35,1
63,0
0,2
0,1
40,21
35,0
50,0
27,0
48,0
27,1
0,1
32,7
28,0
44,0
33,0
40,0
47,7
61,0
33,0
29,0
45,0
0,0
20,1
42,0
25,1
19,12
25,2
64,4
44,8
19,4
20,10
58,5
25,18
56,0
28,5
50,30
72,2
33,12
0,6
24,1
40,1
22,1
20,0
26,2
40,1
31,0
22,1
62,0
25,8
34,0
75,0
20,0
38,2
28,15
22,5
32,0
41,2
35,0
67,0
0,0
39,1
19,0
60,0
30,0
29,28
42,6
20,3
70,2
84,0
0,0
25,2
0,0
26,0
44,2
61,1
36,3
33,0
20,0
19,0
32,10
44,21
59,1
22,10
27,0
30,0
34,0
65,7
34,3
0,1
36,1
19,5
61,0
24,3
46,1
60,0
42,0
36,0
21,0
60,0
26,29
27,0
0,0
21,30
27,0
0,3
28,0
40,0
40,2
19,0
53,1
39,0
29,10
0,3
24,4
50,0
28,8
20,0
23,5
62,0
31,0
65,0
37,0
32,0
56,30
40,0
0,0
0,8
45,15
62,2
19,0
50,10
0,2
61,0
0,0
51,1
22,2
40,2
55,8
40,0
19,0
25,2
26,0
45,0
56,5
42,0
48,0
41,0
44,0
22,0
62,0
75,0
33,2
38,4
0,0
27,0
22,0
0,4
0,0
54,0
53,3
23,0
78,8
42,10
39,1
30,0
27,1
49,4
69,0
25,0
59,0
31,0
29,25
21,0
68,1
61,15
32,0
19,0
43,1
75,0
25,0
29,0
51,0
62,1
59,1
57,0
53,2
30,2
36,2
38,5
44,0
31,2
42,10
65,0
34,0
48,7
38,3
40,1
29,10
55,0
65,1
25,3
0,2
26,4
55,0
58,10
31,2
33,1
77,1
57,1
24,0
37,20
0,2
20,1
50,0
51,0
53,0
29,7
40,2
0,0
64,0
20,50
26,12
42,0
25,12
43,4
43,0
61,3
40,1
26,6
36,1
56,1
28,0
66,0
39,1
44,1
0,0
38,0
30,0
23,1
26,5
60,0
0,1
42,35
23,1
56,1
20,0
27,0
0,0
63,0
30,0
25,45
57,5
21,0
20,0
50,0
46,2
50,0
24,0
0,1
21,0
42,0
20,6
29,10
30,3
27,0
39,0
27,0
20,0
60,1
36,5
26,0
30,0
26,10
52,0
57,0
26,0
0,5
0,20
19,14
19,4
32,0
28,1
24,0
31,0
32,0
25,0
0,0
22,0
39,0
30,36
0,14
26,2
41,1
72,0
46,2
0,0
0,1
21,0
40,0
0,5
0,10
69,0
59,30
55,0
79,0
43,2
21,0
21,0
39,0
42,0
50,2
63,0
19,1
54,0
34,1
26,0
38,0
27,0
33,4
65,20
39,0
30,0
22,5
33,0
39,0
20,0
27,0
0,2
23,0
35,0
65,1
43,0
27,10
26,14
50,0
0,2
51,0
22,0
30,6
46,1
21,0
48,0
26,1
35,0
33,0
0,0
22,6
26,0
50,0
21,0
30,0
50,0
40,0
60,10
28,0
24,7
23,4
24,0
61,0
37,3
0,0
49,1
44,0
24,4
27,0
46,3
42,45
28,1
35,1
0,5
24,3
0,0
52,0
0,1
43,2
24,1
21,5
0,1
62,0
20,1
47,2
65,0
41,0
25,6
27,0
65,0
61,1
0,0
61,3
37,1
52,1
28,2
54,0
47,0
44,0
0,4
47,1
22,1
73,0
49,0
0,85
30,0
0,1
33,2
20,0
26,0
39,1
30,1
43,1
28,0
54,0
19,0
33,10
27,0
68,0
21,8
22,0
20,3
34,2
24,5
35,0
33,2
32,0
47,1
0,10
38,0
42,0
49,0
45,3
21,8
32,3
23,0
19,1
0,1
0,1
19,0
31,0
72,0
60,0
27,0
63,0
26,50
77,0
44,13
0,0
54,15
50,0
25,1
24,3
31,4
20,0
21,0
25,0
57,0
36,4
0,2
31,0
57,5
19,0
28,0
42,0
23,0
29,1
0,0
62,1
25,2
44,0
37,0
21,0
28,4
54,0
49,0
58,1
29,0
70,0
35,0
56,1
34,15
23,0
58,3
20,14
25,2
42,0
49,0
0,0
22,0
0,3
54,0
52,0
25,0
22,2
38,20
50,10
63,0
68,0
64,6
22,0
27,10
0,50
44,0
61,3
53,1
23,0
0,5
56,0
20,0
34,20
0,0
0,0
0,0
0,2
0,0
20,0
19,5
21,6
33,8
0,0
63,0
28,0
19,3
0,24
58,0
52,3
51,1
66,0
52,0
0,1
19,4
47,0
59,12
0,0
65,0
23,3
24,2
72,0
21,1
24,46
47,2
24,1
28,1
34,2
56,1
69,1
55,0
63,0
40,1
19,0
0,0
26,0
52,0
20,1
67,0
50,10
48,0
41,0
38,3
0,5
45,0
36,0
70,0
22,0
45,0
24,1
26,1
20,0
25,0
24,0
48,10
21,1
20,2
21,0
30,0
0,0
30,0
55,1
19,6
21,1
22,6
29,4
53,8
45,0
0,1
19,0
0,18
42,0
0,2
24,15
57,0
0,0
51,1
31,10
26,0
0,0
24,1
0,0
0,5
49,0
44,3
59,7
47,4
26,8
23,7
0,0
26,0
30,1
0,0
58,1
23,0
28,8
54,0
37,0
33,0
0,1
48,0
36,10
29,6
