58,0,2
0,25,2
67,5,4
33,0,2
66,1,4
0,1,1
67,4,4
24,8,4
0,2,2
0,3,2
0,0,1
27,1,3
40,0,4
45,0,1
36,0,2
36,0,4
28,0,5
30,0,5
22,1,2
0,0,1
22,1,2
31,0,4
0,0,1
27,0,2
26,20,2
0,0,2
31,0,3
27,2,5
0,5,2
71,1,3
24,0,2
0,3,1
70,0,3
52,0,2
0,2,1
20,0,3
51,4,4
0,0,1
39,7,2
23,5,3
25,10,2
19,12,3
0,2,1
25,0,2
34,1,4
25,1,3
26,1,3
65,1,3
30,0,3
30,0,2
42,5,4
46,0,3
58,3,3
39,4,4
28,0,3
31,0,3
50,0,3
52,0,2
32,21,1
0,2,1
46,10,3
100,0,5
45,0,1
0,0,2
42,0,3
0,1,2
0,0,2
19,2,2
61,0,4
31,0,2
20,3,3
30,5,3
32,0,3
38,3,2
20,7,2
45,1,2
33,4,5
50,0,4
0,1,1
42,1,4
50,7,5
35,0,3
50,3,5
0,1,2
20,0,2
65,0,3
34,0,3
24,9,5
34,2,3
0,0,3
39,1,3
34,0,4
28,0,3
41,0,3
0,3,1
53,0,3
44,1,4
0,2,1
0,0,1
27,0,3
0,3,2
60,2,5
23,0,2
0,0,2
38,3,5
61,0,4
28,0,4
38,15,3
0,0,1
39,0,2
32,0,3
40,5,3
48,0,3
0,0,1
34,28,4
71,0,3
64,20,4
25,0,3
0,0,1
23,36,3
28,0,3
20,0,3
55,0,4
36,10,4
0,2,2
23,16,3
22,0,3
53,0,3
50,20,3
29,1,2
34,0,3
0,15,1
53,0,4
43,0,4
61,1,4
25,0,3
0,3,1
26,20,3
52,10,3
42,0,2
23,2,4
0,3,1
30,1,2
40,1,3
50,0,4
25,5,2
33,6,4
0,0,2
44,3,4
23,0,2
40,0,3
46,1,3
58,0,3
69,2,3
0,8,2
19,0,2
0,0,1
60,0,3
21,2,2
24,3,3
35,0,3
38,0,4
0,8,2
23,1,4
31,0,2
32,2,4
49,1,4
0,0,2
45,0,2
28,3,3
59,0,4
28,20,5
27,30,4
40,4,5
66,0,4
35,8,3
22,0,3
21,10,3
75,0,4
20,5,3
27,0,4
34,0,2
28,0,3
20,3,2
58,0,3
19,1,2
56,1,3
42,1,3
40,0,2
37,0,2
20,0,2
25,0,4
60,0,4
0,2,1
42,1,4
31,0,3
21,2,3
20,0,2
22,3,2
40,10,3
23,1,3
63,0,2
24,0,3
33,0,4
0,4,1
24,2,3
20,0,1
60,0,4
21,4,3
39,1,3
65,9,4
0,0,2
0,0,2
20,0,2
0,0,1
0,2,2
53,0,3
62,1,5
27,0,4
0,5,1
21,2,3
65,0,2
26,8,2
20,0,2
24,0,2
46,4,2
0,1,1
0,0,1
27,0,4
59,0,3
41,0,4
35,0,3
23,3,3
69,1,3
63,0,2
22,0,3
56,0,4
25,0,1
28,0,4
0,0,1
0,1,1
25,0,4
32,0,3
31,1,4
35,16,5
40,0,4
28,0,3
73,0,2
22,0,3
36,50,2
44,2,1
34,0,4
0,2,1
34,0,3
58,3,4
48,0,3
25,20,3
57,0,3
30,5,3
41,0,4
62,0,4
22,0,3
75,0,3
0,3,2
65,7,3
69,0,2
45,1,1
38,2,4
29,0,4
0,0,5
22,24,3
24,0,4
35,2,3
25,0,3
0,2,1
61,7,4
60,0,4
35,20,4
0,2,2
30,0,4
67,1,2
25,0,3
45,0,4
21,1,3
72,0,2
30,20,4
54,0,3
68,0,4
71,0,4
22,0,5
29,5,2
31,1,4
45,20,3
24,0,2
42,1,2
37,0,3
29,0,4
38,0,4
0,0,1
21,0,3
45,1,3
24,1,3
31,1,4
21,0,2
68,3,5
0,2,3
28,10,4
55,0,3
0,10,2
61,2,4
40,4,3
0,0,3
22,0,2
19,1,3
32,0,4
0,3,2
35,1,4
63,0,2
0,2,1
0,1,1
40,21,4
35,0,3
50,0,4
27,0,4
48,0,3
27,1,2
0,1,2
32,7,5
28,0,3
44,0,3
33,0,3
40,0,4
47,7,4
61,0,2
33,0,3
29,0,3
45,0,5
0,0,1
20,1,2
42,0,2
25,1,4
19,12,3
25,2,4
64,4,4
44,8,4
19,4,2
20,10,2
58,5,5
25,18,3
56,0,1
28,5,4
50,30,4
72,2,3
33,12,5
0,6,1
24,1,4
40,1,5
22,1,3
20,0,3
26,2,1
40,1,2
31,0,5
22,1,3
62,0,3
25,8,4
34,0,4
75,0,4
20,0,3
38,2,4
28,15,3
22,5,3
32,0,3
41,2,4
35,0,3
67,0,3
0,0,1
39,1,2
19,0,2
60,0,3
30,0,4
29,28,4
42,6,2
20,3,5
70,2,3
84,0,4
0,0,2
25,2,3
0,0,2
26,0,3
44,2,4
61,1,5
36,3,4
33,0,2
20,0,3
19,0,3
32,10,3
44,21,4
59,1,5
22,10,4
27,0,4
30,0,4
34,0,2
65,7,3
34,3,4
0,1,2
36,1,5
19,5,2
61,0,3
24,3,3
46,1,5
60,0,4
42,0,3
36,0,2
21,0,3
60,0,3
26,29,4
27,0,1
0,0,1
21,30,2
27,0,3
0,3,2
28,0,5
40,0,2
40,2,4
19,0,2
53,1,2
39,0,2
29,10,5
0,3,1
24,4,3
50,0,3
28,8,3
20,0,2
23,5,2
62,0,3
31,0,4
65,0,4
37,0,3
32,0,3
56,30,3
40,0,2
0,0,2
0,8,2
45,15,5
62,2,4
19,0,2
50,10,5
0,2,2
61,0,5
0,0,2
51,1,4
22,2,3
40,2,5
55,8,3
40,0,2
19,0,2
25,2,4
26,0,3
45,0,4
56,5,3
42,0,1
48,0,3
41,0,4
44,0,3
22,0,2
62,0,5
75,0,4
33,2,5
38,4,3
0,0,2
27,0,5
22,0,3
0,4,2
0,0,3
54,0,3
53,3,4
23,0,3
78,8,5
42,10,2
39,1,5
30,0,3
27,1,5
49,4,2
69,0,4
25,0,4
59,0,2
31,0,4
29,25,3
21,0,2
68,1,4
61,15,3
32,0,1
43,1,3
75,0,3
25,0,4
29,0,2
51,0,4
62,1,5
59,1,2
57,0,4
53,2,4
30,2,4
36,2,4
38,5,4
44,0,5
31,2,4
42,10,4
65,0,1
34,0,4
48,7,2
38,3,5
40,1,3
29,10,2
55,0,2
65,1,4
25,3,3
0,2,1
26,4,4
55,0,2
58,10,2
31,2,4
33,1,3
77,1,4
57,1,5
24,0,2
37,20,5
0,2,1
20,1,2
50,0,2
51,0,5
53,0,2
29,7,2
40,2,3
0,0,2
64,0,4
20,50,1
26,12,5
42,0,3
25,12,3
43,4,5
43,0,3
61,3,1
40,1,5
26,6,4
36,1,5
56,1,5
28,0,1
66,0,4
39,1,2
44,1,1
0,0,1
38,0,2
30,0,4
23,1,2
26,5,3
60,0,2
0,1,1
42,35,4
23,1,3
56,1,4
20,0,3
27,0,2
0,0,2
63,0,3
30,0,3
25,45,3
57,5,3
21,0,2
20,0,2
50,0,4
46,2,2
50,0,3
24,0,2
0,1,1
21,0,3
42,0,4
20,6,3
29,10,3
30,3,2
27,0,2
39,0,4
27,0,3
20,0,2
60,1,2
36,5,4
26,0,3
30,0,3
26,10,3
52,0,4
57,0,4
26,0,3
0,5,1
0,20,2
19,14,2
19,4,2
32,0,4
28,1,3
24,0,3
31,0,4
32,0,4
25,0,3
0,0,2
22,0,1
39,0,2
30,36,2
0,14,2
26,2,2
41,1,3
72,0,1
46,2,5
0,0,2
0,1,1
21,0,2
40,0,5
0,5,2
0,10,1
69,0,5
59,30,4
55,0,4
79,0,5
43,2,2
21,0,2
21,0,4
39,0,4
42,0,5
50,2,5
63,0,4
19,1,2
54,0,3
34,1,4
26,0,4
38,0,2
27,0,4
33,4,4
65,20,5
39,0,3
30,0,4
22,5,3
33,0,2
39,0,4
20,0,2
27,0,2
0,2,1
23,0,3
35,0,3
65,1,4
43,0,5
27,10,4
26,14,4
50,0,3
0,2,1
51,0,5
22,0,3
30,6,4
46,1,2
21,0,2
48,0,3
26,1,5
35,0,4
33,0,3
22,6,3
26,0,3
50,0,4
21,0,3
30,0,2
50,0,3
40,0,2
60,10,4
28,0,4
24,7,4
23,4,3
24,0,3
61,0,3
37,3,4
0,0,1
49,1,5
44,0,5
24,4,3
27,0,3
46,3,4
42,45,4
28,1,3
35,1,3
0,5,1
24,3,3
0,0,1
52,0,5
0,1,2
43,2,2
24,1,3
21,5,3
0,1,1
62,0,3
20,1,3
47,2,4
65,0,5
41,0,3
25,6,4
27,0,2
65,0,3
61,1,4
0,0,1
61,3,4
37,1,4
52,1,4
28,2,4
54,0,3
47,0,4
44,0,1
0,4,2
47,1,4
22,1,3
73,0,5
49,0,2
0,85,2
30,0,4
0,1,2
33,2,2
20,0,3
26,0,3
39,1,3
30,1,3
43,1,5
28,0,3
54,0,3
19,0,2
33,10,2
27,0,3
68,0,3
21,8,2
22,0,3
20,3,2
34,2,4
24,5,3
35,0,4
33,2,5
32,0,3
47,1,4
0,10,2
38,0,5
42,0,2
49,0,4
45,3,3
21,8,3
32,3,4
23,0,3
19,1,3
0,1,1
0,1,2
19,0,2
31,0,2
72,0,4
60,0,4
27,0,2
63,0,4
26,50,4
77,0,4
44,13,2
0,0,2
54,15,4
50,0,5
25,1,3
24,3,4
31,4,3
20,0,4
21,0,2
25,0,4
57,0,3
36,4,4
0,2,1
31,0,4
57,5,4
19,0,3
28,0,3
42,0,3
23,0,3
29,1,4
0,0,1
62,1,5
25,2,4
44,0,5
37,0,5
21,0,2
28,4,3
54,0,4
49,0,4
58,1,3
29,0,3
70,0,5
35,0,2
56,1,3
34,15,3
23,0,4
58,3,2
20,14,3
25,2,2
42,0,5
49,0,3
0,0,1
22,0,3
0,3,2
54,0,4
52,0,5
25,0,4
22,2,3
38,20,4
50,10,4
63,0,4
68,0,5
64,6,4
22,0,4
27,10,4
0,50,1
44,0,4
61,3,5
53,1,4
23,0,4
0,5,2
56,0,4
20,0,1
34,20,3
0,0,2
0,0,1
0,0,3
0,2,1
0,0,2
20,0,2
19,5,3
21,6,2
33,8,3
0,0,1
63,0,4
28,0,4
19,3,2
0,24,5
58,0,3
52,3,2
51,1,4
66,0,5
52,0,4
0,1,2
19,4,2
47,0,5
59,12,4
0,0,2
65,0,1
23,3,2
24,2,3
72,0,4
21,1,2
24,46,3
47,2,3
24,1,3
28,1,5
34,2,3
56,1,5
69,1,3
55,0,3
63,0,5
40,1,4
19,0,2
0,0,2
26,0,3
52,0,4
20,1,3
67,0,2
50,10,2
48,0,2
41,0,2
38,3,4
0,5,5
45,0,2
36,0,4
70,0,3
22,0,3
45,0,5
24,1,4
26,1,3
20,0,3
25,0,2
24,0,3
48,10,4
21,1,3
20,2,3
21,0,3
30,0,3
0,0,1
30,0,2
55,1,5
19,6,2
21,1,3
22,6,3
29,4,3
53,8,3
45,0,5
0,1,2
19,0,2
0,18,1
42,0,2
0,2,2
24,15,4
57,0,4
0,0,1
51,1,3
31,10,3
26,0,5
0,0,1
24,1,3
0,0,2
0,5,2
49,0,5
44,3,3
59,7,3
47,4,5
26,8,3
23,7,3
0,0,2
26,0,4
30,1,4
0,0,1
58,1,4
23,0,3
28,8,1
54,0,3
37,0,4
33,0,3
0,1,2
48,0,5
36,10,2
29,6,4
48,0,2
43,0,4
22,4,3
28,6,4
45,3,3
54,6,2
0,0,2
26,4,4
0,0,2
47,3,5
0,0,3
39,6,4
68,0,1
53,0,2
35,2,4
0,0,1
0,0,1
60,2,5
19,0,2
25,0,4
39,14,4
21,0,3
19,7,2
25,5,3
0,18,2
30,0,2
26,0,3
32,1,3
60,0,5
22,0,3
31,4,3
28,5,2
21,2,2
24,0,3
24,1,3
21,0,2
47,0,3
31,0,3
0,6,2
0,1,1
33,0,3
26,0,2
61,14,4
30,0,3
23,0,3
24,0,3
53,0,2
41,2,1
39,0,2
33,0,3
32,0,3
0,0,2
23,2,4
53,0,2
41,3,4
0,0,1
0,2,1
44,3,2
28,5,4
51,3,4
48,10,3
22,9,3
72,0,1
60,2,5
0,3,2
22,20,2
75,0,2
0,1,1
0,3,1
70,0,5
67,0,2
49,0,2
77,0,4
41,0,5
0,0,4
54,10,3
47,1,4
37,0,4
28,0,2
36,2,4
100,0,4
30,0,4
46,3,3
44,0,3
24,0,3
19,0,2
0,0,2
0,0,1
45,0,4
0,0,2
24,0,3
39,0,3
27,0,4
53,21,5
0,2,1
54,1,5
0,0,2
20,0,2
51,0,3
43,0,3
57,0,5
0,1,2
82,1,3
23,1,3
0,4,1
62,10,2
41,1,4
33,0,4
58,2,5
36,8,3
22,24,1
43,0,3
0,2,2
0,0,2
24,12,3
21,1,3
26,2,3
0,1,1
20,5,1
28,0,3
22,1,2
51,12,5
24,5,2
33,0,4
43,1,4
0,1,1
20,2,3
35,0,3
70,20,2
29,0,4
0,1,1
39,1,5
32,10,4
28,0,2
47,6,3
53,1,2
44,0,3
44,0,5
30,0,5
37,0,4
27,0,2
0,5,2
52,0,4
82,0,2
20,3,2
0,0,3
48,1,3
32,4,2
19,0,2
0,3,1
40,0,2
32,1,2
0,0,1
0,10,1
62,2,4
52,2,4
21,0,3
30,0,3
0,0,1
33,1,4
19,5,3
0,10,2
49,1,4
0,0,5
35,0,4
24,8,4
60,0,3
0,0,1
35,0,3
45,10,4
0,3,1
0,5,1
0,3,1
0,0,1
0,1,1
32,2,4
81,0,4
65,0,3
41,1,4
45,0,5
53,0,4
20,0,2
58,4,4
31,4,3
50,0,2
100,0,5
50,2,3
38,1,5
0,1,2
0,1,3
47,0,4
41,1,3
0,80,3
50,1,5
25,1,3
20,7,3
0,0,2
52,1,4
55,0,4
47,3,4
62,0,3
0,5,2
76,0,1
50,0,5
28,0,4
48,0,2
25,0,3
31,28,3
45,5,3
42,3,1
65,6,4
22,1,3
0,0,2
40,0,4
37,3,3
56,2,1
21,0,1
0,10,2
29,0,2
70,0,4
0,2,2
57,0,4
0,0,2
22,0,2
0,0,1
30,6,2
64,4,4
25,0,2
28,12,3
29,0,4
22,0,3
21,1,2
58,0,4
22,1,2
47,1,3
59,0,5
35,0,3
27,3,4
22,0,3
24,3,3
48,0,4
19,3,2
19,0,2
29,42,3
0,12,2
50,0,3
29,0,4
65,0,4
21,2,3
29,0,4
44,4,2
39,0,2
52,0,1
26,0,3
22,1,4
21,1,3
53,0,2
44,3,4
38,2,3
25,1,4
0,5,1
66,0,3
19,0,1
52,3,4
0,0,1
25,5,3
0,0,1
23,0,2
45,3,5
21,5,3
25,0,3
20,0,5
0,6,1
48,0,2
47,1,4
63,49,5
27,0,4
0,0,2
20,3,2
0,3,1
59,0,2
25,2,4
40,1,2
35,0,3
75,0,3
25,3,3
21,0,4
23,0,2
25,0,3
34,3,2
45,35,4
63,4,2
47,1,3
48,27,3
22,2,2
0,10,1
0,0,5
60,90,5
19,25,2
30,3,4
30,0,3
31,0,5
63,0,2
45,4,4
66,10,3
0,1,1
23,0,2
0,0,3
54,1,3
42,6,4
21,2,2
29,3,4
43,0,1
50,3,5
33,0,3
34,35,1
28,0,5
32,3,3
35,0,5
28,1,2
42,10,1
47,0,1
72,0,5
46,1,4
52,0,4
19,0,1
24,1,3
23,1,3
27,0,3
35,1,2
34,15,4
58,0,5
51,4,4
36,1,2
24,0,2
82,1,3
49,6,4
68,0,3
40,0,5
32,2,5
29,2,2
0,0,1
36,1,4
28,20,4
62,0,3
21,1,3
38,1,3
58,8,3
40,3,4
0,6,2
19,3,3
20,0,2
59,0,2
42,0,2
28,0,5
43,2,2
0,2,2
0,0,2
43,0,4
19,10,2
28,0,3
28,0,3
0,0,2
23,0,3
26,10,4
0,4,1
0,1,1
23,20,3
26,0,4
51,0,4
27,15,3
51,0,1
42,2,5
0,1,2
62,1,2
54,0,3
63,2,4
67,0,3
38,2,4
56,50,2
20,4,2
56,3,4
40,1,4
58,0,4
30,1,5
22,0,3
60,0,4
37,0,2
25,2,3
49,0,4
50,1,3
48,0,4
63,7,4
43,0,2
30,15,3
31,2,3
50,10,3
20,0,4
19,14,3
69,1,3
65,0,4
25,10,2
43,0,4
26,0,4
32,24,5
35,0,4
33,0,2
45,1,2
56,0,5
22,1,2
20,0,2
42,1,4
0,12,1
65,0,4
0,0,2
19,0,1
65,0,2
0,0,3
55,0,3
40,1,3
60,0,2
41,0,5
19,2,2
46,0,3
23,0,1
36,0,4
26,0,3
0,0,1
0,0,2
29,0,4
54,1,2
41,1,3
60,0,4
21,0,2
43,7,5
36,2,4
56,15,3
47,1,2
21,3,2
30,0,2
49,1,3
62,1,4
49,12,2
35,12,3
0,0,2
0,3,1
0,3,1
53,0,4
46,1,2
42,0,2
0,0,2
36,7,3
44,7,5
37,1,4
19,1,3
0,1,2
47,0,2
35,2,3
35,1,2
64,2,3
23,0,3
29,0,3
47,6,4
34,4,5
57,14,4
23,4,2
27,3,4
44,1,3
28,3,3
21,0,3
19,0,2
0,1,1
0,2,2
28,2,2
74,2,3
45,4,4
23,0,3
0,0,2
48,0,2
36,0,5
0,0,1
0,0,2
21,3,2
0,0,1
41,0,5
27,2,4
0,4,1
51,2,3
67,3,2
59,0,4
28,2,3
24,6,2
36,1,4
35,0,4
34,0,3
22,0,2
51,0,4
22,0,5
50,0,4
48,0,3
47,0,3
65,1,3
66,1,2
46,0,3
28,0,2
0,1,1
19,2,2
0,0,2
38,2,4
66,4,3
38,1,4
0,6,2
0,17,1
32,5,2
50,4,4
79,0,4
0,7,1
42,2,3
54,0,3
32,3,3
44,10,4
19,0,2
46,1,2
49,0,4
32,0,2
55,0,4
29,2,3
32,0,2
0,0,2
0,0,1
39,3,2
41,0,4
50,0,5
19,5,3
24,0,3
25,0,5
0,42,3
36,0,3
29,24,2
0,9,2
34,1,4
46,30,3
54,0,2
24,0,1
33,0,4
36,0,4
40,0,4
35,1,2
22,2,2
19,3,2
27,0,4
57,0,4
29,1,4
52,0,4
28,0,4
30,0,2
0,0,2
50,3,2
0,14,2
25,0,4
23,8,3
26,0,4
24,12,3
21,3,2
26,0,3
20,0,2
23,6,3
35,0,5
69,5,2
0,0,2
46,1,4
21,0,2
48,14,2
64,42,3
19,0,2
45,10,4
32,2,3
0,2,2
0,1,1
0,3,2
39,0,3
25,30,4
41,1,3
51,3,4
41,0,2
36,6,3
69,7,1
22,3,4
53,0,5
39,2,5
59,0,2
41,0,3
19,3,1
21,0,3
26,5,2
43,4,4
45,15,5
31,2,5
48,0,4
69,0,2
40,0,4
21,3,2
41,0,4
22,20,3
23,0,2
77,2,4
28,2,4
0,12,4
72,0,4
33,0,5
23,0,2
0,12,1
46,1,2
0,5,1
26,20,4
22,0,3
42,0,2
23,0,3
27,2,3
0,0,2
25,1,2
31,10,4
20,2,2
45,0,3
23,0,4
22,0,2
40,1,3
59,0,3
68,2,4
48,0,5
35,6,2
28,35,2
28,0,2
39,0,3
35,10,2
46,10,5
44,1,4
56,1,5
47,0,4
43,0,5
61,2,3
36,4,3
22,72,2
30,1,3
28,0,4
22,0,2
68,2,5
34,0,4
22,9,4
0,5,2
39,0,4
0,0,1
34,0,4
61,12,3
19,0,2
44,0,5
23,20,3
35,20,3
53,0,5
24,2,3
0,0,2
33,1,3
42,0,2
58,0,2
20,0,2
52,4,4
44,30,4
30,10,3
24,3,4
27,0,3
21,2,3
43,0,3
57,0,3
51,0,4
20,65,2
23,0,3
45,0,5
19,9,2
0,0,2
44,3,4
21,1,2
0,7,2
29,10,3
64,0,4
58,1,1
19,0,2
40,0,4
60,10,2
23,47,2
20,0,2
59,0,3
40,1,2
67,28,4
35,0,3
0,0,1
67,6,1
28,0,3
27,4,2
41,15,2
0,2,5
41,20,3
19,10,2
48,2,4
47,0,4
35,1,3
0,0,1
0,0,1
26,30,3
23,0,3
29,0,5
32,1,2
0,20,2
74,1,2
37,0,2
22,2,3
23,2,2
29,0,4
34,1,2
0,0,2
34,5,2
47,2,4
70,0,5
30,0,4
68,0,2
50,7,2
82,0,3
20,0,2
45,0,3
35,0,5
0,0,2
22,8,3
38,4,3
23,3,4
41,6,4
50,20,4
37,2,2
22,1,2
51,0,4
25,0,2
47,0,4
31,0,2
22,5,3
0,0,2
20,6,2
22,20,3
52,3,4
19,0,2
33,0,2
20,0,2
0,0,3
0,0,2
19,3,3
19,3,2
35,3,2
31,8,3
66,2,4
19,0,2
25,1,2
0,6,2
35,1,3
26,0,2
0,1,1
36,15,3
44,16,4
24,0,3
32,2,4
60,20,4
30,0,2
45,24,2
23,0,2
32,0,4
19,0,2
0,23,1
20,0,4
41,10,4
31,20,3
26,0,3
62,20,5
24,4,2
19,4,3
32,6,3
30,4,2
52,2,3
29,25,3
20,2,3
52,0,3
25,1,3
67,0,5
0,15,2
0,2,2
38,14,5
19,0,2
36,0,4
30,2,4
0,1,2
65,20,4
33,0,2
30,0,5
61,2,5
34,0,3
0,2,2
29,25,4
25,7,2
24,1,4
49,0,2
19,0,2
41,1,4
65,0,2
42,15,4
25,4,4
19,0,2
44,0,4
64,0,4
0,7,2
0,2,1
49,5,3
40,14,3
23,15,3
46,0,3
0,0,1
45,0,5
23,10,2
64,0,4
35,10,5
48,0,3
35,7,3
25,5,2
0,0,1
33,0,3
0,20,1
0,0,2
19,0,1
48,0,4
63,0,3
0,0,3
46,0,4
40,10,4
72,0,4
27,5,3
70,0,3
23,1,4
36,2,3
44,0,2
58,0,3
36,1,5
19,0,1
21,20,1
22,1,1
41,0,5
32,0,3
33,2,2
41,0,3
0,0,2
20,10,2
0,2,2
23,0,2
65,0,3
0,0,2
26,1,3
42,0,3
42,2,3
42,7,5
41,4,4
38,0,4
0,0,1
53,1,3
0,2,1
49,2,2
37,0,3
52,0,4
45,1,4
50,2,3
45,0,4
38,1,4
39,1,2
58,10,4
37,50,3
25,1,4
28,1,3
48,10,4
24,1,3
49,1,3
0,0,2
19,0,3
39,7,4
19,3,2
0,12,2
0,0,2
77,0,4
48,0,3
0,0,2
26,0,4
62,1,4
38,0,3
0,0,2
38,0,3
0,8,2
41,0,4
47,2,3
30,0,3
44,2,4
58,10,4
33,1,2
23,12,3
31,1,3
0,0,2
28,0,2
0,0,1
76,0,3
0,10,3
0,5,1
21,0,2
64,0,4
65,2,4
53,0,5
28,0,4
0,0,3
22,0,3
22,0,3
38,0,2
41,0,5
33,0,4
0,10,1
27,0,3
27,1,2
0,0,2
60,0,3
73,2,5
62,0,3
45,2,5
22,2,4
59,0,2
23,1,3
26,0,4
0,27,2
25,2,4
0,0,1
0,0,1
35,1,4
35,0,3
20,0,3
0,0,1
20,0,2
44,4,2
58,0,3
31,0,4
30,10,4
48,0,4
19,0,3
49,0,2
19,2,3
37,4,4
35,0,3
0,3,2
33,1,4
34,0,3
43,0,4
23,3,4
28,4,4
35,1,4
56,0,5
0,0,3
63,0,3
40,2,3
38,0,4
48,0,3
32,6,4
0,1,2
0,1,3
0,0,1
0,1,1
39,0,4
42,1,4
62,4,4
39,1,5
0,14,1
25,50,3
45,5,4
42,0,4
37,30,2
27,0,2
58,10,4
33,0,1
43,1,4
0,15,2
24,5,3
33,2,3
21,0,3
43,7,4
